id,customer,order_date,ship_date,product_id,sku,price,quantity,discounted_price,title,description
27,323,04/23/2017,05/01/2017,1000148,104553406468,12.99,1.0,11.32,original explanation,
28,85,04/23/2017,05/03/2017,1000244,185407492438,35.0,1.0,33.5,uncomfortable mechanic,
28,85,04/23/2017,05/03/2017,1000109,115153344249,8.99,2.0,7.83,white blade,
29,295,04/24/2017,04/26/2017,1000072,101166955093,33.99,1.0,31.08,weird air,
29,295,04/24/2017,04/26/2017,1000109,115153344249,8.99,1.0,6.29,white blade,
30,564,04/24/2017,04/27/2017,1000102,148979734999,8.99,1.0,8.6,unfair fact,
30,564,04/24/2017,04/27/2017,1000072,101166955093,33.99,1.0,23.79,weird air,
31,175,04/24/2017,05/02/2017,1000182,384802521530,15.0,1.0,13.07,fluffy particle,sunglasses for fluffy particle
31,175,04/24/2017,05/02/2017,1000192,160410725471,24.95,2.0,23.88,left foxglove,
32,911,04/25/2017,05/06/2017,1000027,384346789752,10.0,1.0,7.43,mammoth shortwave,A shirt for mammoth shortwave
32,911,04/25/2017,05/06/2017,1000268,184636131970,25.0,1.0,25.0,pleasant rainmaker,
33,641,04/25/2017,05/07/2017,1000186,188313615578,12.99,1.0,12.99,intimate distribution,
34,113,04/25/2017,05/05/2017,1000056,305702508275,15.0,1.0,15.0,brilliant dame,sunglasses for brilliant dame
34,113,04/25/2017,05/05/2017,1000251,290727939788,5.0,2.0,3.5,divine ottoman Extension 0,
34,113,04/25/2017,05/05/2017,1000200,249695048747,9.99,1.0,9.13,gothic cuckoo Extension 0,
35,954,04/26/2017,05/06/2017,1000233,193519225127,33.99,5.0,23.79,russian great-grandmother,
35,954,04/26/2017,05/06/2017,1000039,157789013108,10.0,1.0,9.57,elegant morning,
36,601,04/26/2017,04/30/2017,1000134,182378779835,10.0,1.0,7.0,mathematical passion,
36,601,04/26/2017,04/30/2017,1000233,193519225127,33.99,1.0,33.99,russian great-grandmother,
37,316,04/26/2017,04/29/2017,1000082,159929577929,15.0,1.0,12.43,reliable nephew,
37,316,04/26/2017,04/29/2017,1000066,118675935929,33.99,1.0,29.62,stingy sharon,
38,4,04/27/2017,04/30/2017,1000258,167784852301,35.0,1.0,32.0,big steamroller,
38,4,04/27/2017,04/30/2017,1000233,193519225127,33.99,1.0,31.08,russian great-grandmother,
39,117,04/27/2017,05/02/2017,1000213,127912011186,35.0,1.0,27.5,meaningful wedding,
39,117,04/27/2017,05/02/2017,1000102,148979734999,8.99,1.0,7.06,unfair fact,
39,117,04/27/2017,05/02/2017,1000061,182893602000,9.99,1.0,7.85,global son,
40,448,04/27/2017,04/30/2017,1000155,195722202378,15.0,1.0,14.36,dynamic eyeball,
40,448,04/27/2017,04/30/2017,1000233,193519225127,33.99,4.0,29.62,russian great-grandmother,
41,791,04/27/2017,05/02/2017,1000148,104553406468,12.99,1.0,9.65,original explanation,
41,791,04/27/2017,05/02/2017,1000191,155661081707,35.0,2.0,30.5,unlikely shoe-horn,
42,575,04/28/2017,05/11/2017,1000258,167784852301,35.0,1.0,32.0,big steamroller,
42,575,04/28/2017,05/11/2017,1000115,187282230672,35.0,1.0,32.0,exclusive typewriter,
43,319,04/28/2017,05/07/2017,1000128,172916175812,24.95,2.0,23.88,filthy search,
43,319,04/28/2017,05/07/2017,1000003,144951251826,8.99,2.0,8.6,bitter command,
44,32,04/29/2017,05/04/2017,1000257,131625732236,4.5,1.0,4.11,metropolitan observation,
45,994,04/29/2017,05/02/2017,1000228,101903123748,24.95,2.0,19.6,crazy dame,
45,994,04/29/2017,05/02/2017,1000055,101591922267,4.5,1.0,3.92,different gallon,
46,990,04/29/2017,05/11/2017,1000244,185407492438,35.0,1.0,27.5,uncomfortable mechanic,
47,738,04/29/2017,05/05/2017,1000072,101166955093,33.99,4.0,26.71,weird air,
48,652,04/29/2017,05/11/2017,1000166,188160550480,4.5,1.0,4.5,dangerous bolero,
48,652,04/29/2017,05/11/2017,1000263,121259905065,12.99,2.0,9.09,puzzled sandra,
49,349,04/30/2017,05/06/2017,1000191,155661081707,35.0,1.0,27.5,unlikely shoe-horn,
50,991,04/30/2017,05/08/2017,1000128,172916175812,24.95,1.0,24.95,filthy search,
51,166,04/30/2017,05/02/2017,1000025,175211439308,12.99,1.0,10.21,safe constant,
52,841,04/30/2017,05/06/2017,1000155,195722202378,15.0,1.0,15.0,dynamic eyeball,
53,42,04/30/2017,05/13/2017,1000091,301566524305,15.0,1.0,12.43,fierce chin,sunglasses for fierce chin
53,42,04/30/2017,05/13/2017,1000130,468511588498,10.0,2.0,7.0,careful crack,Replacement card deck
54,569,04/30/2017,05/12/2017,1000128,172916175812,24.95,1.0,24.95,filthy search,
55,573,04/30/2017,05/05/2017,1000174,415039425654,15.0,1.0,12.43,promising title,Replacement figurines
55,573,04/30/2017,05/05/2017,1000124,307706983348,15.0,1.0,11.79,post-war skywalk,sunglasses for post-war skywalk
55,573,04/30/2017,05/05/2017,1000085,101897294018,25.0,1.0,19.64,wonderful footnote,
56,667,05/01/2017,05/12/2017,1000198,177920404963,33.99,2.0,23.79,distinctive philosophy,
57,644,05/01/2017,05/14/2017,1000079,118229850449,25.0,2.0,22.86,dull chairlift,
58,407,05/02/2017,05/14/2017,1000231,143325197317,35.0,1.0,29.0,kind stock-in-trade,
59,86,05/02/2017,05/07/2017,1000025,175211439308,12.99,1.0,11.88,safe constant,
59,86,05/02/2017,05/07/2017,1000055,101591922267,4.5,2.0,4.5,different gallon,
60,937,05/02/2017,05/09/2017,1000079,118229850449,25.0,2.0,22.86,dull chairlift,
60,937,05/02/2017,05/09/2017,1000198,177920404963,33.99,1.0,23.79,distinctive philosophy,
61,302,05/02/2017,05/09/2017,1000032,230730304498,10.0,1.0,8.29,classical golf Extension 0,
61,302,05/02/2017,05/09/2017,1000047,461335591869,15.0,1.0,12.43,commercial jail,Replacement figurines
61,302,05/02/2017,05/09/2017,1000008,346304910029,10.0,3.0,9.14,territorial fear,A shirt for territorial fear
61,302,05/02/2017,05/09/2017,1000055,101591922267,4.5,3.0,3.73,different gallon,
62,19,05/02/2017,05/05/2017,1000016,146070777397,15.0,1.0,11.14,aggregate crystallography,
62,19,05/02/2017,05/05/2017,1000055,101591922267,4.5,3.0,3.73,different gallon,
62,19,05/02/2017,05/05/2017,1000009,109568617984,9.99,5.0,7.85,damp stepmother,
62,19,05/02/2017,05/05/2017,1000102,148979734999,8.99,1.0,8.6,unfair fact,
63,44,05/03/2017,05/07/2017,1000238,132304402752,35.0,1.0,24.5,golden clam,
64,780,05/03/2017,05/08/2017,1000027,384346789752,10.0,1.0,9.57,mammoth shortwave,A shirt for mammoth shortwave
64,780,05/03/2017,05/08/2017,1000109,115153344249,8.99,4.0,7.06,white blade,
65,734,05/03/2017,05/16/2017,1000066,118675935929,33.99,1.0,25.25,stingy sharon,
66,756,05/03/2017,05/10/2017,1000032,134937796642,4.5,1.0,3.92,classical golf,
66,756,05/03/2017,05/10/2017,1000109,115153344249,8.99,1.0,6.68,white blade,
66,756,05/03/2017,05/10/2017,1000258,167784852301,35.0,1.0,29.0,big steamroller,
66,756,05/03/2017,05/10/2017,1000082,159929577929,15.0,2.0,10.5,reliable nephew,
67,463,05/03/2017,05/15/2017,1000155,195722202378,15.0,1.0,15.0,dynamic eyeball,
68,336,05/03/2017,05/09/2017,1000258,167784852301,35.0,1.0,30.5,big steamroller,
68,336,05/03/2017,05/09/2017,1000192,160410725471,24.95,1.0,21.74,left foxglove,
68,336,05/03/2017,05/09/2017,1000263,121259905065,12.99,1.0,10.21,puzzled sandra,
69,88,05/03/2017,05/05/2017,1000233,193519225127,33.99,1.0,31.08,russian great-grandmother,
69,88,05/03/2017,05/05/2017,1000257,131625732236,4.5,4.0,3.92,metropolitan observation,
70,107,05/03/2017,05/06/2017,1000011,153963643949,4.5,1.0,3.54,gross memory,
71,858,05/03/2017,05/16/2017,1000153,164451986229,4.5,1.0,3.73,unwilling eave,
72,430,05/03/2017,05/08/2017,1000155,195722202378,15.0,1.0,11.14,dynamic eyeball,
72,430,05/03/2017,05/08/2017,1000256,167958516470,19.99,1.0,19.13,inadequate faucet,
73,938,05/03/2017,05/11/2017,1000061,368265996890,7.5,1.0,6.86,global son,a hat for global son
73,938,05/03/2017,05/11/2017,1000052,328636514815,10.0,1.0,7.43,universal rabbi,A shirt for universal rabbi
73,938,05/03/2017,05/11/2017,1000085,101897294018,25.0,1.0,23.93,wonderful footnote,
74,470,05/03/2017,05/10/2017,1000115,187282230672,35.0,1.0,26.0,exclusive typewriter,
74,470,05/03/2017,05/10/2017,1000268,184636131970,25.0,1.0,20.71,pleasant rainmaker,
75,742,05/03/2017,05/14/2017,1000128,172916175812,24.95,2.0,21.74,filthy search,
76,224,05/03/2017,05/07/2017,1000066,118675935929,33.99,1.0,29.62,stingy sharon,
77,295,05/03/2017,05/16/2017,1000153,164451986229,4.5,1.0,4.31,unwilling eave,
77,295,05/03/2017,05/16/2017,1000095,109343951269,4.5,1.0,3.73,harsh yogurt,
78,918,05/03/2017,05/11/2017,1000233,193519225127,33.99,1.0,32.53,russian great-grandmother,
78,918,05/03/2017,05/11/2017,1000268,184636131970,25.0,1.0,23.93,pleasant rainmaker,
78,918,05/03/2017,05/11/2017,1000055,101591922267,4.5,4.0,3.92,different gallon,
79,999,05/03/2017,05/15/2017,1000172,467029104686,5.0,1.0,3.5,super analysis,Game Dices for rolls
80,991,05/03/2017,05/09/2017,1000076,141781173051,15.0,1.0,11.14,potential approval,
80,991,05/03/2017,05/09/2017,1000055,101591922267,4.5,1.0,3.73,different gallon,
81,40,05/03/2017,05/09/2017,1000079,118229850449,25.0,1.0,20.71,dull chairlift,
82,421,05/04/2017,05/09/2017,1000190,108764708187,35.0,1.0,24.5,robust deathwatch,
83,896,05/05/2017,05/13/2017,1000238,132304402752,35.0,2.0,27.5,golden clam,
83,896,05/05/2017,05/13/2017,1000258,167784852301,35.0,1.0,35.0,big steamroller,
84,253,05/05/2017,05/15/2017,1000233,193519225127,33.99,1.0,25.25,russian great-grandmother,
85,590,05/05/2017,05/16/2017,1000268,184636131970,25.0,2.0,23.93,pleasant rainmaker,
86,59,05/05/2017,05/13/2017,1000109,115153344249,8.99,1.0,7.45,white blade,
87,754,05/05/2017,05/11/2017,1000148,104553406468,12.99,1.0,9.65,original explanation,
87,754,05/05/2017,05/11/2017,1000085,101897294018,25.0,1.0,19.64,wonderful footnote,
87,754,05/05/2017,05/11/2017,1000061,182893602000,9.99,1.0,9.99,global son,
87,754,05/05/2017,05/11/2017,1000003,144951251826,8.99,1.0,7.83,bitter command,
88,178,05/05/2017,05/10/2017,1000025,175211439308,12.99,2.0,11.32,safe constant,
89,314,05/05/2017,05/08/2017,1000171,187071644897,35.0,1.0,32.0,olympic jot,
90,187,05/05/2017,05/17/2017,1000109,115153344249,8.99,1.0,6.68,white blade,
91,320,05/06/2017,05/19/2017,1000082,209092336675,10.0,2.0,9.57,reliable nephew Extension 0,
91,320,05/06/2017,05/19/2017,1000166,443424780643,15.0,1.0,15.0,dangerous bolero,Replacement figurines
91,320,05/06/2017,05/19/2017,1000215,263849623425,9.99,1.0,8.28,convinced mode Extension 1,
91,320,05/06/2017,05/19/2017,1000020,333563357464,10.0,2.0,7.0,liberal spinach,A shirt for liberal spinach
92,974,05/06/2017,05/12/2017,1000256,167958516470,19.99,4.0,16.56,inadequate faucet,
93,779,05/06/2017,05/17/2017,1000128,172916175812,24.95,1.0,17.46,filthy search,
93,779,05/06/2017,05/17/2017,1000111,132362551004,10.0,1.0,7.0,alert doubling,
94,11,05/06/2017,05/12/2017,1000058,188156753317,9.99,2.0,9.99,excellent indication,
95,186,05/06/2017,05/11/2017,1000032,134937796642,4.5,2.0,4.31,classical golf,
95,186,05/06/2017,05/11/2017,1000231,143325197317,35.0,1.0,30.5,kind stock-in-trade,
96,555,05/06/2017,05/08/2017,1000134,182378779835,10.0,1.0,7.43,mathematical passion,
96,555,05/06/2017,05/08/2017,1000148,104553406468,12.99,4.0,11.32,original explanation,
97,140,05/06/2017,05/08/2017,1000147,201180903110,5.0,1.0,3.5,scientific tiara Extension 0,
97,140,05/06/2017,05/08/2017,1000243,367512096160,15.0,1.0,15.0,silent thought,sunglasses for silent thought
97,140,05/06/2017,05/08/2017,1000061,182893602000,9.99,1.0,8.28,global son,
97,140,05/06/2017,05/08/2017,1000244,185407492438,35.0,3.0,26.0,uncomfortable mechanic,
98,687,05/06/2017,05/11/2017,1000042,124321090955,12.99,1.0,9.65,mysterious bugle,
99,533,05/06/2017,05/14/2017,1000032,134937796642,4.5,1.0,3.54,classical golf,
100,279,05/06/2017,05/15/2017,1000076,141781173051,15.0,2.0,14.36,potential approval,
100,279,05/06/2017,05/15/2017,1000268,184636131970,25.0,2.0,17.5,pleasant rainmaker,
101,560,05/06/2017,05/16/2017,1000268,184636131970,25.0,1.0,23.93,pleasant rainmaker,
102,204,05/06/2017,05/16/2017,1000085,101897294018,25.0,3.0,22.86,wonderful footnote,
102,204,05/06/2017,05/16/2017,1000155,195722202378,15.0,4.0,14.36,dynamic eyeball,
102,204,05/06/2017,05/16/2017,1000238,132304402752,35.0,1.0,30.5,golden clam,
103,118,05/06/2017,05/15/2017,1000258,167784852301,35.0,2.0,30.5,big steamroller,
104,78,05/06/2017,05/11/2017,1000082,159929577929,15.0,2.0,14.36,reliable nephew,
105,611,05/06/2017,05/16/2017,1000194,372801441675,15.0,1.0,14.36,liable greenhouse,sunglasses for liable greenhouse
105,611,05/06/2017,05/16/2017,1000203,499409074979,5.0,4.0,3.5,rival briefs,Game Dices for rolls
106,461,05/06/2017,05/12/2017,1000047,461335591869,15.0,4.0,11.79,commercial jail,Replacement figurines
107,536,05/06/2017,05/10/2017,1000171,187071644897,35.0,1.0,24.5,olympic jot,
107,536,05/06/2017,05/10/2017,1000115,187282230672,35.0,1.0,29.0,exclusive typewriter,
108,635,05/06/2017,05/15/2017,1000192,160410725471,24.95,1.0,18.53,left foxglove,
108,635,05/06/2017,05/15/2017,1000055,101591922267,4.5,3.0,3.92,different gallon,
108,635,05/06/2017,05/15/2017,1000130,177897644317,24.95,1.0,24.95,careful crack,
108,635,05/06/2017,05/15/2017,1000046,115899657430,25.0,1.0,19.64,exact age,
109,776,05/06/2017,05/17/2017,1000268,184636131970,25.0,1.0,22.86,pleasant rainmaker,
110,656,05/07/2017,05/14/2017,1000035,432092606450,15.0,2.0,15.0,pleased fiddle,Replacement figurines
110,656,05/07/2017,05/14/2017,1000232,430975774222,10.0,1.0,7.0,premier profession,Replacement card deck
111,495,05/07/2017,05/10/2017,1000015,181687026138,25.0,1.0,23.93,immense poison,
112,127,05/07/2017,05/15/2017,1000238,132304402752,35.0,1.0,33.5,golden clam,
112,127,05/07/2017,05/15/2017,1000192,160410725471,24.95,2.0,23.88,left foxglove,
112,127,05/07/2017,05/15/2017,1000111,132362551004,10.0,1.0,7.86,alert doubling,
112,127,05/07/2017,05/15/2017,1000109,115153344249,8.99,1.0,7.06,white blade,
113,262,05/07/2017,05/14/2017,1000150,186880256583,35.0,1.0,24.5,conceptual cobweb,
114,415,05/07/2017,05/18/2017,1000102,148979734999,8.99,1.0,8.22,unfair fact,
115,994,05/07/2017,05/14/2017,1000216,138812386935,19.99,1.0,18.28,soft bike,
115,994,05/07/2017,05/14/2017,1000150,186880256583,35.0,1.0,24.5,conceptual cobweb,
115,994,05/07/2017,05/14/2017,1000072,101166955093,33.99,4.0,25.25,weird air,
116,988,05/07/2017,05/13/2017,1000244,425815686213,15.0,1.0,15.0,uncomfortable mechanic,Replacement figurines
116,988,05/07/2017,05/13/2017,1000256,167958516470,19.99,1.0,13.99,inadequate faucet,
116,988,05/07/2017,05/13/2017,1000109,115153344249,8.99,2.0,8.99,white blade,
117,726,05/08/2017,05/16/2017,1000148,104553406468,12.99,1.0,10.76,original explanation,
118,487,05/08/2017,05/14/2017,1000171,368884401089,7.5,1.0,5.57,olympic jot,a hat for olympic jot
118,487,05/08/2017,05/14/2017,1000067,135299244875,12.99,2.0,9.65,multiple spy,
118,487,05/08/2017,05/14/2017,1000020,141628768843,8.99,1.0,8.99,liberal spinach,
119,25,05/08/2017,05/18/2017,1000131,442224030000,10.0,1.0,9.57,important neuropathologist,Replacement card deck
120,470,05/09/2017,05/12/2017,1000115,187282230672,35.0,2.0,27.5,exclusive typewriter,
120,470,05/09/2017,05/12/2017,1000155,195722202378,15.0,1.0,11.14,dynamic eyeball,
120,470,05/09/2017,05/12/2017,1000192,160410725471,24.95,1.0,17.46,left foxglove,
121,64,05/09/2017,05/14/2017,1000238,132304402752,35.0,3.0,24.5,golden clam,
121,64,05/09/2017,05/14/2017,1000079,118229850449,25.0,1.0,20.71,dull chairlift,
121,64,05/09/2017,05/14/2017,1000150,186880256583,35.0,1.0,33.5,conceptual cobweb,
122,567,05/10/2017,05/16/2017,1000171,187071644897,35.0,1.0,26.0,olympic jot,
122,567,05/10/2017,05/16/2017,1000003,144951251826,8.99,2.0,8.6,bitter command,
123,154,05/10/2017,05/14/2017,1000149,283305313011,5.0,4.0,4.14,sick toothpaste Extension 0,
123,154,05/10/2017,05/14/2017,1000026,448157827016,15.0,2.0,12.43,perfect philippines,Replacement figurines
124,236,05/10/2017,05/17/2017,1000075,432419831719,5.0,1.0,3.71,planned calf,Game Dices for rolls
124,236,05/10/2017,05/17/2017,1000242,488448863791,10.0,2.0,9.57,clever sneakers,Replacement card deck
124,236,05/10/2017,05/17/2017,1000141,221093870206,9.99,2.0,9.13,favourite somewhere Extension 0,
124,236,05/10/2017,05/17/2017,1000238,132304402752,35.0,3.0,29.0,golden clam,
125,398,05/10/2017,05/20/2017,1000238,132304402752,35.0,4.0,27.5,golden clam,
125,398,05/10/2017,05/20/2017,1000115,187282230672,35.0,1.0,32.0,exclusive typewriter,
125,398,05/10/2017,05/20/2017,1000048,138479070674,12.99,1.0,10.76,isolated death,
126,319,05/10/2017,05/17/2017,1000150,186880256583,35.0,1.0,27.5,conceptual cobweb,
126,319,05/10/2017,05/17/2017,1000190,108764708187,35.0,1.0,29.0,robust deathwatch,
127,500,05/10/2017,05/13/2017,1000072,101166955093,33.99,2.0,31.08,weird air,
127,500,05/10/2017,05/13/2017,1000268,184636131970,25.0,1.0,20.71,pleasant rainmaker,
128,340,05/10/2017,05/21/2017,1000055,101591922267,4.5,1.0,4.11,different gallon,
129,668,05/10/2017,05/16/2017,1000148,104553406468,12.99,4.0,11.88,original explanation,
130,612,05/11/2017,05/20/2017,1000115,187282230672,35.0,1.0,30.5,exclusive typewriter,
131,243,05/11/2017,05/18/2017,1000082,159929577929,15.0,1.0,11.14,reliable nephew,
132,973,05/11/2017,05/22/2017,1000238,132304402752,35.0,1.0,30.5,golden clam,
132,973,05/11/2017,05/22/2017,1000111,132362551004,10.0,2.0,7.43,alert doubling,
133,377,05/12/2017,05/14/2017,1000155,195722202378,15.0,1.0,14.36,dynamic eyeball,
133,377,05/12/2017,05/14/2017,1000256,167958516470,19.99,2.0,19.99,inadequate faucet,
133,377,05/12/2017,05/14/2017,1000213,127912011186,35.0,1.0,29.0,meaningful wedding,
134,672,05/12/2017,05/24/2017,1000237,282450461304,9.99,1.0,9.13,unnecessary injury Extension 1,
134,672,05/12/2017,05/24/2017,1000050,371768029424,10.0,3.0,8.29,ideal balance,A shirt for ideal balance
134,672,05/12/2017,05/24/2017,1000035,432092606450,15.0,1.0,11.79,pleased fiddle,Replacement figurines
134,672,05/12/2017,05/24/2017,1000207,485393451757,15.0,1.0,13.07,rolling union,Replacement figurines
134,672,05/12/2017,05/24/2017,1000255,391717790316,5.0,1.0,3.93,western scheme,socks for western scheme
135,328,05/12/2017,05/25/2017,1000148,104553406468,12.99,1.0,11.88,original explanation,
135,328,05/12/2017,05/25/2017,1000216,138812386935,19.99,1.0,19.99,soft bike,
135,328,05/12/2017,05/25/2017,1000058,188156753317,9.99,1.0,7.42,excellent indication,
136,444,05/12/2017,05/22/2017,1000258,167784852301,35.0,1.0,26.0,big steamroller,
136,444,05/12/2017,05/22/2017,1000128,172916175812,24.95,2.0,17.46,filthy search,
137,178,05/12/2017,05/14/2017,1000216,138812386935,19.99,1.0,15.71,soft bike,
137,178,05/12/2017,05/14/2017,1000153,164451986229,4.5,1.0,3.34,unwilling eave,
138,615,05/12/2017,05/18/2017,1000122,103007225195,12.99,2.0,10.21,successful ink,
138,615,05/12/2017,05/18/2017,1000192,160410725471,24.95,1.0,19.6,left foxglove,
139,123,05/12/2017,05/18/2017,1000258,167784852301,35.0,2.0,26.0,big steamroller,
139,123,05/12/2017,05/18/2017,1000256,167958516470,19.99,1.0,19.99,inadequate faucet,
140,431,05/12/2017,05/21/2017,1000268,184636131970,25.0,1.0,18.57,pleasant rainmaker,
141,600,05/12/2017,05/25/2017,1000155,195722202378,15.0,1.0,10.5,dynamic eyeball,
142,735,05/12/2017,05/19/2017,1000150,186880256583,35.0,1.0,26.0,conceptual cobweb,
142,735,05/12/2017,05/19/2017,1000109,115153344249,8.99,2.0,8.99,white blade,
142,735,05/12/2017,05/19/2017,1000257,131625732236,4.5,1.0,3.92,metropolitan observation,
143,946,05/12/2017,05/20/2017,1000058,188156753317,9.99,3.0,9.13,excellent indication,
144,648,05/12/2017,05/20/2017,1000066,118675935929,33.99,3.0,29.62,stingy sharon,
145,878,05/12/2017,05/25/2017,1000008,346304910029,10.0,1.0,10.0,territorial fear,A shirt for territorial fear
146,346,05/12/2017,05/20/2017,1000109,115153344249,8.99,1.0,6.29,white blade,
147,761,05/12/2017,05/15/2017,1000238,398123801818,7.5,1.0,7.18,golden clam,a hat for golden clam
147,761,05/12/2017,05/15/2017,1000046,115899657430,25.0,2.0,19.64,exact age,
147,761,05/12/2017,05/15/2017,1000171,187071644897,35.0,2.0,26.0,olympic jot,
148,978,05/13/2017,05/16/2017,1000055,101591922267,4.5,1.0,3.54,different gallon,
149,781,05/13/2017,05/23/2017,1000109,115153344249,8.99,1.0,7.45,white blade,
150,660,05/14/2017,05/17/2017,1000258,167784852301,35.0,1.0,35.0,big steamroller,
150,660,05/14/2017,05/17/2017,1000079,118229850449,25.0,1.0,23.93,dull chairlift,
150,660,05/14/2017,05/17/2017,1000192,160410725471,24.95,1.0,23.88,left foxglove,
151,619,05/14/2017,05/24/2017,1000109,115153344249,8.99,1.0,8.99,white blade,
151,619,05/14/2017,05/24/2017,1000244,185407492438,35.0,1.0,24.5,uncomfortable mechanic,
152,768,05/14/2017,05/26/2017,1000076,141781173051,15.0,1.0,13.07,potential approval,
