emp_id,status,job_effective_date,base_salary,bonus
219,Active - Regular Exempt (Full-time),04/25/2015,57945,5449
220,Active - Regular Exempt (Full-time),10/13/2014,55058,5350
221,Active - Regular Non-Exempt (Part-time),09/09/2015,56955,7745
222,Active - Regular Exempt (Part-time),03/09/2015,50173,2587
223,Active - Regular Non-Exempt (Full-time),11/22/2014,57520,1409
224,Active - Regular Exempt (Part-time),11/18/2014,50935,2352
225,Active - Regular Non-Exempt (Part-time),02/01/2014,59180,4559
226,Active - Regular Exempt (Full-time),07/28/2014,55093,5670
227,Active - Regular Exempt (Part-time),07/08/2015,57422,9655
228,Active - Regular Exempt (Full-time),02/21/2015,50366,3356
229,Active - Regular Non-Exempt (Full-time),08/23/2013,55480,7653
230,Active - Regular Exempt (Full-time),10/14/2015,57223,5838
231,Active - Regular Non-Exempt (Full-time),07/01/2013,52344,3653
232,Active - Regular Exempt (Full-time),06/21/2013,54725,4775
233,Active - Regular Non-Exempt (Full-time),09/14/2013,50307,2444
234,Active - Regular Exempt (Part-time),01/23/2014,54786,6696
235,Inactive,07/13/2014,57232,5446
236,Active - Regular Exempt (Full-time),09/20/2014,58012,5522
237,Inactive,02/27/2015,57714,1190
238,Active - Regular Exempt (Part-time),06/16/2013,55154,4107
239,Inactive,04/29/2014,50476,3075
240,Active - Regular Non-Exempt (Part-time),07/13/2014,53583,5433
241,Active - Regular Non-Exempt (Part-time),05/25/2015,57119,2806
242,Active - Regular Exempt (Full-time),03/05/2013,58272,5277
243,Inactive,09/11/2014,51839,2837
244,Active - Regular Non-Exempt (Full-time),05/04/2015,58477,8590
245,Active - Regular Non-Exempt (Part-time),02/12/2015,51220,2692
246,Active - Regular Non-Exempt (Full-time),11/05/2014,54630,8671
247,Inactive,04/11/2015,51120,1652
248,Inactive,07/09/2015,50249,7698
249,Inactive,04/18/2015,52147,3145
250,Active - Regular Exempt (Part-time),08/23/2013,53176,9804
251,Active - Regular Non-Exempt (Full-time),02/20/2015,57146,2631
252,Active - Regular Non-Exempt (Part-time),02/23/2013,54346,1697
253,Active - Regular Non-Exempt (Part-time),07/08/2014,57117,3686
254,Inactive,01/08/2014,56103,5714
255,Inactive,05/12/2014,55187,9720
256,Active - Regular Exempt (Full-time),11/23/2013,56724,3236
257,Active - Regular Non-Exempt (Full-time),11/19/2015,57244,2014
258,Active - Regular Exempt (Part-time),11/07/2014,59189,1464
259,Active - Regular Exempt (Full-time),02/02/2015,56273,9712
260,Active - Regular Exempt (Full-time),10/25/2013,50452,2633
261,Active - Regular Non-Exempt (Full-time),06/20/2014,59792,4239
262,Active - Regular Non-Exempt (Part-time),09/25/2014,55049,6060
263,Active - Regular Exempt (Part-time),06/09/2014,51419,2606
264,Active - Regular Exempt (Full-time),04/28/2013,51879,7303
265,Active - Regular Non-Exempt (Part-time),11/09/2015,58029,1579
266,Active - Regular Exempt (Full-time),12/11/2013,56165,1911
267,Active - Regular Non-Exempt (Full-time),12/09/2012,59256,5380
268,Active - Regular Non-Exempt (Full-time),06/20/2014,51957,9517
269,Active - Regular Exempt (Full-time),08/15/2013,53505,9855
270,Active - Regular Exempt (Full-time),08/09/2014,55312,8202
271,Active - Regular Non-Exempt (Full-time),06/22/2015,58634,9295
272,Active - Regular Exempt (Part-time),10/11/2014,52151,4456
273,Inactive,09/17/2013,57037,8904
274,Inactive,11/18/2013,58558,3668
275,Active - Regular Exempt (Full-time),09/18/2014,57870,7296
276,Inactive,08/27/2015,56947,7014
277,Active - Regular Exempt (Full-time),04/24/2014,53829,4931
278,Active - Regular Non-Exempt (Part-time),08/03/2013,52353,2920
279,Inactive,04/29/2013,55109,4890
280,Active - Regular Non-Exempt (Part-time),07/08/2014,59549,5024
281,Active - Regular Exempt (Part-time),07/15/2015,50950,6805
282,Active - Regular Exempt (Full-time),04/22/2013,50237,9452
283,Active - Regular Non-Exempt (Part-time),09/06/2013,58154,7214
284,Active - Regular Exempt (Full-time),09/23/2015,50639,2683
285,Active - Regular Exempt (Full-time),02/12/2015,50651,5537
286,Inactive,12/15/2013,55584,2920
287,Active - Regular Exempt (Full-time),10/09/2014,53794,2266
288,Active - Regular Exempt (Part-time),02/10/2013,52780,8266
289,Active - Regular Exempt (Full-time),08/26/2013,57349,8361
290,Active - Regular Non-Exempt (Full-time),06/15/2013,51099,9725
291,Inactive,03/21/2014,51778,1043
292,Active - Regular Non-Exempt (Full-time),05/18/2013,57931,8763
293,Active - Regular Exempt (Part-time),01/24/2015,53638,5332
294,Active - Regular Exempt (Full-time),01/14/2014,51874,9508
295,Active - Regular Exempt (Part-time),07/25/2015,55335,6386
296,Inactive,01/26/2014,57380,1932
297,Active - Regular Non-Exempt (Part-time),01/04/2015,52785,4715
298,Active - Regular Exempt (Part-time),05/28/2013,56880,6529
299,Active - Regular Exempt (Part-time),11/29/2015,51128,3676
300,Active - Regular Exempt (Full-time),09/24/2013,52250,4308
301,Inactive,09/20/2013,54614,6322
302,Inactive,12/30/2014,50306,3493
303,Active - Regular Non-Exempt (Full-time),09/13/2014,52637,7342
304,Active - Regular Non-Exempt (Full-time),06/01/2015,58861,3269
305,Inactive,03/12/2014,52075,5830
306,Active - Regular Exempt (Full-time),08/15/2013,50050,1019
307,Inactive,09/22/2015,59365,2236
308,Active - Regular Exempt (Full-time),03/10/2015,55873,2764
309,Active - Regular Non-Exempt (Part-time),01/17/2015,52414,5751
310,Active - Regular Non-Exempt (Full-time),11/22/2014,58183,6951
311,Active - Regular Exempt (Full-time),01/24/2013,53145,3005
312,Active - Regular Exempt (Part-time),11/29/2013,55394,6532
313,Active - Regular Exempt (Full-time),11/06/2014,51757,7734
314,Active - Regular Exempt (Part-time),09/11/2013,51546,7687
315,Inactive,02/15/2014,54885,1040
316,Active - Regular Non-Exempt (Part-time),02/06/2014,50705,8569
317,Active - Regular Exempt (Full-time),12/16/2013,55563,1688
318,Inactive,05/28/2013,55717,8767
319,Active - Regular Exempt (Part-time),12/06/2015,56459,4583
320,Active - Regular Non-Exempt (Part-time),12/18/2013,56227,4127
321,Active - Regular Non-Exempt (Part-time),10/16/2013,57919,5631
322,Active - Regular Non-Exempt (Part-time),05/04/2013,54047,7297
323,Active - Regular Exempt (Full-time),10/31/2014,53271,9716
324,Active - Regular Exempt (Full-time),06/18/2014,56828,8016
325,Active - Regular Exempt (Part-time),08/12/2013,59670,9335
326,Active - Regular Exempt (Part-time),03/31/2015,54002,3091
327,Active - Regular Exempt (Full-time),09/07/2014,51262,9331
328,Active - Regular Exempt (Full-time),07/24/2015,56741,2026
329,Active - Regular Exempt (Part-time),09/05/2013,53077,8878
330,Active - Regular Exempt (Part-time),12/12/2015,57984,3836
331,Active - Regular Non-Exempt (Part-time),09/16/2015,58358,4965
332,Active - Regular Exempt (Part-time),11/15/2014,51378,1396
333,Inactive,06/17/2013,57112,2605
334,Inactive,12/31/2013,57089,7398
335,Active - Regular Non-Exempt (Part-time),05/10/2013,59639,3987
336,Inactive,02/04/2013,56437,5498
337,Inactive,03/20/2014,53310,9359
338,Inactive,08/15/2013,50067,4251
339,Active - Regular Exempt (Part-time),01/03/2013,55253,2984
340,Active - Regular Exempt (Part-time),02/15/2014,59659,9080
341,Active - Regular Non-Exempt (Full-time),02/08/2013,56776,2668
342,Active - Regular Exempt (Part-time),01/28/2015,53986,8152
343,Active - Regular Non-Exempt (Full-time),03/19/2015,56318,9881
344,Active - Regular Non-Exempt (Part-time),09/12/2013,55712,7863
345,Active - Regular Exempt (Full-time),12/27/2014,51364,5501
346,Active - Regular Exempt (Part-time),01/09/2014,54827,2837
347,Active - Regular Non-Exempt (Part-time),07/09/2014,53093,1154
348,Active - Regular Exempt (Part-time),07/05/2015,54626,1430
349,Active - Regular Exempt (Full-time),11/15/2013,50383,7538
350,Active - Regular Exempt (Part-time),08/20/2015,54240,7758
351,Active - Regular Non-Exempt (Full-time),04/05/2015,50866,6316
352,Active - Regular Exempt (Part-time),12/30/2013,55956,4791
353,Inactive,09/01/2014,53477,8200
354,Active - Regular Exempt (Part-time),08/06/2013,51758,6803
355,Active - Regular Exempt (Full-time),03/21/2014,53987,1696
356,Active - Regular Exempt (Full-time),12/16/2014,59738,3321
357,Inactive,07/09/2013,58083,6892
358,Active - Regular Non-Exempt (Full-time),03/30/2015,57734,1230
359,Active - Regular Exempt (Part-time),04/07/2013,53292,5585
360,Active - Regular Exempt (Full-time),06/03/2015,56195,2643
361,Active - Regular Non-Exempt (Full-time),10/31/2015,59479,2929
362,Active - Regular Non-Exempt (Full-time),12/12/2014,52166,7565
363,Active - Regular Exempt (Part-time),05/08/2015,50029,9751
364,Inactive,04/04/2013,58394,1834
365,Active - Regular Exempt (Part-time),11/02/2013,58460,2252
366,Inactive,07/23/2015,58124,5796
367,Active - Regular Exempt (Full-time),12/13/2015,54481,2786
368,Active - Regular Non-Exempt (Full-time),04/07/2013,55196,7046
369,Active - Regular Exempt (Full-time),11/19/2013,59125,7286
370,Active - Regular Exempt (Part-time),02/06/2015,56455,2228
371,Inactive,06/04/2015,51497,5041
372,Active - Regular Non-Exempt (Full-time),12/27/2013,52197,3849
373,Active - Regular Exempt (Part-time),09/06/2015,53337,4737
374,Active - Regular Exempt (Full-time),03/10/2014,57432,9742
375,Inactive,10/01/2015,51620,2195
376,Active - Regular Non-Exempt (Full-time),03/08/2013,56713,8855
377,Active - Regular Exempt (Part-time),03/25/2014,58791,1010
378,Active - Regular Exempt (Part-time),08/13/2015,52064,9654
379,Active - Regular Non-Exempt (Part-time),12/15/2012,55985,6376
380,Inactive,08/06/2015,54265,9628
381,Inactive,04/13/2015,58973,9773
382,Active - Regular Non-Exempt (Part-time),08/20/2014,58719,6183
383,Inactive,05/14/2013,56890,3220
384,Active - Regular Non-Exempt (Full-time),07/26/2015,56411,7611
385,Active - Regular Non-Exempt (Full-time),07/22/2013,56721,3210
386,Inactive,06/22/2014,56038,8049
387,Active - Regular Non-Exempt (Full-time),10/26/2015,59193,5308
388,Active - Regular Non-Exempt (Full-time),08/29/2014,58323,8481
389,Inactive,04/03/2014,57062,9457
390,Active - Regular Non-Exempt (Full-time),02/20/2013,54371,5594
391,Inactive,08/25/2015,51522,9051
392,Inactive,11/17/2013,58629,5045
393,Active - Regular Exempt (Full-time),01/17/2013,57590,6845
394,Active - Regular Non-Exempt (Part-time),07/21/2014,59790,3376
395,Active - Regular Non-Exempt (Full-time),12/30/2015,55155,2599
396,Active - Regular Non-Exempt (Full-time),11/11/2014,55509,9237
397,Active - Regular Exempt (Full-time),02/16/2015,54065,6234
398,Active - Regular Non-Exempt (Part-time),01/31/2013,58382,3387
399,Active - Regular Non-Exempt (Part-time),01/19/2015,57455,3524
400,Inactive,06/18/2015,50117,5842
401,Active - Regular Non-Exempt (Part-time),08/02/2013,56898,9888
402,Active - Regular Non-Exempt (Part-time),03/16/2013,59830,4084
403,Active - Regular Non-Exempt (Full-time),07/25/2015,56894,8057
404,Active - Regular Non-Exempt (Full-time),07/08/2015,51350,4872
405,Active - Regular Non-Exempt (Full-time),01/13/2013,55629,6482
406,Inactive,12/11/2012,51935,2007
407,Active - Regular Non-Exempt (Full-time),04/07/2013,52180,4924
408,Active - Regular Non-Exempt (Part-time),10/13/2014,55813,7727
409,Active - Regular Non-Exempt (Full-time),08/28/2014,58405,2585
410,Active - Regular Non-Exempt (Full-time),03/10/2013,51399,4964
411,Inactive,01/12/2013,59898,4895
412,Active - Regular Exempt (Part-time),12/29/2015,59894,7554
413,Active - Regular Non-Exempt (Full-time),12/04/2012,51769,6542
414,Active - Regular Non-Exempt (Part-time),06/26/2014,58498,3735
415,Inactive,01/03/2013,54449,3330
416,Active - Regular Exempt (Part-time),11/17/2013,59092,2572
417,Active - Regular Non-Exempt (Part-time),05/16/2014,52086,1723
418,Active - Regular Non-Exempt (Full-time),12/12/2013,59480,6387
419,Active - Regular Non-Exempt (Full-time),10/10/2015,51527,1326
420,Active - Regular Exempt (Full-time),04/16/2014,59129,3771
421,Inactive,07/12/2013,56309,8084
422,Active - Regular Exempt (Full-time),07/25/2015,52294,2566
423,Active - Regular Exempt (Part-time),11/14/2014,53375,6528
424,Active - Regular Exempt (Full-time),11/25/2013,59584,6143
425,Inactive,02/18/2015,59151,3036
426,Active - Regular Exempt (Full-time),08/15/2014,53144,4867
427,Active - Regular Exempt (Full-time),02/09/2014,52464,5721
428,Active - Regular Non-Exempt (Full-time),03/06/2014,53528,2393
429,Active - Regular Exempt (Full-time),03/23/2015,51486,2725
430,Active - Regular Non-Exempt (Full-time),01/23/2015,50261,2998
431,Inactive,09/23/2014,55048,5934
432,Inactive,04/25/2014,53865,4792
433,Active - Regular Non-Exempt (Full-time),12/18/2012,52972,3334
434,Active - Regular Non-Exempt (Part-time),12/31/2012,53157,6422
435,Active - Regular Exempt (Full-time),12/26/2012,54720,1755
436,Active - Regular Non-Exempt (Full-time),09/10/2013,57282,4081
437,Active - Regular Exempt (Full-time),08/28/2013,54934,9228
438,Active - Regular Non-Exempt (Part-time),02/10/2015,50263,7504
439,Inactive,11/01/2014,58412,5991
440,Active - Regular Non-Exempt (Full-time),09/25/2013,57458,8405
441,Active - Regular Exempt (Part-time),02/14/2014,54816,8916
442,Active - Regular Non-Exempt (Part-time),12/25/2012,55369,4884
443,Active - Regular Non-Exempt (Part-time),06/17/2014,59984,6347
444,Active - Regular Non-Exempt (Part-time),02/09/2015,57285,2173
445,Active - Regular Non-Exempt (Full-time),10/12/2013,55741,1048
446,Active - Regular Non-Exempt (Part-time),02/24/2014,58882,8178
447,Inactive,09/18/2015,52631,6430
448,Inactive,04/02/2013,56869,8891
449,Inactive,12/04/2013,55536,5461
450,Active - Regular Non-Exempt (Full-time),02/16/2013,54075,7590
451,Active - Regular Exempt (Part-time),06/25/2013,55843,7463
452,Active - Regular Non-Exempt (Part-time),12/22/2015,58508,8609
453,Active - Regular Exempt (Full-time),04/13/2014,55714,8277
454,Active - Regular Exempt (Part-time),03/11/2013,56045,7620
455,Active - Regular Exempt (Full-time),12/26/2015,57547,4593
456,Active - Regular Exempt (Part-time),07/29/2014,52571,4832
457,Active - Regular Exempt (Full-time),05/29/2014,51244,1197
458,Active - Regular Exempt (Full-time),12/08/2013,56510,4403
459,Inactive,11/11/2015,50293,6781
460,Active - Regular Exempt (Part-time),12/06/2014,52493,6356
461,Active - Regular Non-Exempt (Part-time),02/01/2013,50108,7039
462,Active - Regular Non-Exempt (Part-time),03/08/2015,54805,9267
463,Active - Regular Non-Exempt (Full-time),03/24/2014,57015,1085
464,Active - Regular Non-Exempt (Full-time),09/05/2014,59606,9206
465,Active - Regular Non-Exempt (Full-time),02/27/2014,57380,9271
466,Active - Regular Non-Exempt (Part-time),02/12/2013,50996,7654
467,Active - Regular Exempt (Part-time),05/03/2014,56634,2958
468,Inactive,01/31/2013,59499,5210
