Area_Id,Area_Name,County,State,State_Id,Country,ZipCode,population
2623,Meriden,New Haven,Connecticut,CT,United States,06450,35343
2624,Orlando,Orange,Florida,FL,United States,32817,35332
2625,Quakertown,Bucks,Pennsylvania,PA,United States,18951,35331
2626,North Hollywood,Los Angeles,California,CA,United States,91601,35312
2627,Olympia,Thurston,Washington,WA,United States,98502,35307
2628,Grants Pass,Josephine,Oregon,OR,United States,97526,35302
2629,Washington,District of Columbia,District of Columbia,DC,United States,20010,35297
2630,Port Charlotte,Charlotte,Florida,FL,United States,33952,35285
2631,Clinton Township,Macomb,Michigan,MI,United States,48035,35279
2632,Pikesville,Baltimore,Maryland,MD,United States,21208,35273
2633,Arnold,Jefferson,Missouri,MO,United States,63010,35270
2634,Las Vegas,Clark,Nevada,NV,United States,89130,35263
2635,San Antonio,Bexar,Texas,TX,United States,78217,35257
2636,Birmingham,Jefferson,Alabama,AL,United States,35226,35256
2637,Westerville,Delaware,Ohio,OH,United States,43082,35244
2638,Cleveland,Cuyahoga,Ohio,OH,United States,44105,35238
2639,Poplar Bluff,Butler,Missouri,MO,United States,63901,35218
2640,Milwaukee,Milwaukee,Wisconsin,WI,United States,21113,35210
2641,Odenton,Anne Arundel,Maryland,MD,United States,53214,35210
2642,Alexandria,Alexandria,Virginia,VA,United States,22314,35208
2643,Lufkin,Angelina,Texas,TX,United States,75904,35208
2644,Columbia,Richland,South Carolina,SC,United States,29209,35206
2645,Petaluma,Marin,California,CA,United States,94952,35198
2646,Phoenix,Maricopa,Arizona,AZ,United States,85023,35196
2647,Woodbury,Gloucester,New Jersey,NJ,United States,08096,35187
2648,Lewiston,Nez Perce,Idaho,ID,United States,83501,35183
2649,Marysville,Yuba,California,CA,United States,95901,35181
2650,Orlando,Orange,Florida,FL,United States,32812,35174
2651,Marysville,Union,Ohio,OH,United States,43040,35169
2652,Bedford,Tarrant,Texas,TX,United States,76021,35168
2653,Salt Lake City,Salt Lake,Utah,UT,United States,84106,35166
2654,Jacksonville,Duval,Florida,FL,United States,32211,35160
2655,San Antonio,Bexar,Texas,TX,United States,78242,35159
2656,Bradenton,Manatee,Florida,FL,United States,34209,35148
2657,Southampton,Bucks,Pennsylvania,PA,United States,18966,35147
2658,Sacramento,Sacramento,California,CA,United States,95820,35145
2659,Tehachapi,Kern,California,CA,United States,93561,35133
2660,Oklahoma City,Oklahoma,Oklahoma,OK,United States,73120,35132
2661,Chester,Delaware,Pennsylvania,PA,United States,19013,35113
2662,Fairfax,Fairfax,Virginia,VA,United States,22031,35110
2663,Denver,Denver,Colorado,CO,United States,80249,35104
2664,Carrollton,Carroll,Georgia,GA,United States,30117,35097
2665,San Francisco,San Francisco,California,CA,United States,94114,35077
2666,Savannah,Chatham,Georgia,GA,United States,31406,35073
2667,Reno,Washoe,Nevada,NV,United States,89523,35065
2668,Manhattan Beach,Los Angeles,California,CA,United States,90266,35064
2669,Winston Salem,Forsyth,North Carolina,NC,United States,27103,35057
2670,Chicago,Cook,Illinois,IL,United States,60624,35054
2671,Greer,Greenville,South Carolina,SC,United States,29650,35053
2672,Shreveport,Caddo,Louisiana,LA,United States,71107,35048
2673,Cleveland,Cuyahoga,Ohio,OH,United States,44120,35046
2674,Muskegon,Muskegon,Michigan,MI,United States,49441,35045
2675,Waukesha,Waukesha,Wisconsin,WI,United States,53188,35045
2676,Lowell,Middlesex,Massachusetts,MA,United States,01852,35033
2677,Raleigh,Wake,North Carolina,NC,United States,27609,35025
2678,San Mateo,San Mateo,California,CA,United States,94401,35013
2679,Houston,Harris,Texas,TX,United States,77045,35010
2680,Lansing,Ingham,Michigan,MI,United States,48910,34989
2681,Rapid City,Pennington,South Dakota,SD,United States,57702,34973
2682,Bismarck,Burleigh,North Dakota,ND,United States,58503,34970
2683,Philadelphia,Philadelphia,Pennsylvania,PA,United States,19136,34962
2684,Charlotte,Mecklenburg,North Carolina,NC,United States,28270,34958
2685,Covina,Los Angeles,California,CA,United States,91722,34951
2686,Philadelphia,Philadelphia,Pennsylvania,PA,United States,19154,34946
2687,Elkridge,Howard,Maryland,MD,United States,21075,34939
2688,Cumberland,Providence,Rhode Island,RI,United States,02864,34936
2689,Pleasant Hill,Contra Costa,California,CA,United States,94523,34929
2690,San Diego,San Diego,California,CA,United States,92131,34922
2691,Bossier City,Bossier,Louisiana,LA,United States,71112,34921
2692,Salt Lake City,Salt Lake,Utah,UT,United States,84107,34914
2693,Ellensburg,Kittitas,Washington,WA,United States,98926,34893
2694,Montgomery Village,Montgomery,Maryland,MD,United States,20886,34887
2695,Denver,Denver,Colorado,CO,United States,80205,34884
2696,Noblesville,Hamilton,Indiana,IN,United States,46062,34883
2697,South Lyon,Oakland,Michigan,MI,United States,48178,34882
2698,Portland,Multnomah,Oregon,OR,United States,97217,34881
2699,Saint Louis,St. Louis,Missouri,MO,United States,56301,34862
2700,Saint Cloud,Stearns,Minnesota,MN,United States,63114,34862
2701,Denver,Denver,Colorado,CO,United States,80204,34860
2702,Vega Alta,Vega Alta,Puerto Rico,PR,United States,00692,34857
2703,Thornton,Adams,Colorado,CO,United States,80241,34856
2704,Temple City,Los Angeles,California,CA,United States,91780,34854
2705,Richmond,Richmond,Virginia,VA,United States,23220,34853
2706,Denver,Jefferson,Colorado,CO,United States,80227,34850
2707,Lake Villa,Lake,Illinois,IL,United States,60046,34849
2708,Victorville,San Bernardino,California,CA,United States,92394,34836
2709,New Orleans,Orleans,Louisiana,LA,United States,70115,34831
2710,Wappingers Falls,Dutchess,New York,NY,United States,12590,34823
2711,Boise,Ada,Idaho,ID,United States,83706,34814
2712,Mountain View,Santa Clara,California,CA,United States,94040,34804
2713,Louisville,Jefferson,Kentucky,KY,United States,40245,34802
2714,Kingston,Ulster,New York,NY,United States,12401,34800
2715,Culpeper,Culpeper,Virginia,VA,United States,22701,34793
2716,Adelanto,San Bernardino,California,CA,United States,92301,34791
2717,Daphne,Baldwin,Alabama,AL,United States,36526,34788
2718,Fort Lauderdale,Broward,Florida,FL,United States,33351,34774
2719,New York,New York,New York,NY,United States,10010,34763
2720,Arlington,Tarrant,Texas,TX,United States,76013,34763
2721,Portland,Multnomah,Oregon,OR,United States,97203,34759
2722,Seaside,Monterey,California,CA,United States,93955,34757
2723,Winchester,Riverside,California,CA,United States,92596,34743
2724,Dorchester,Suffolk,Massachusetts,MA,United States,02125,34725
2725,Decatur,Macon,Illinois,IL,United States,62521,34716
2726,Englewood,Arapahoe,Colorado,CO,United States,80112,34714
2727,Statesville,Iredell,North Carolina,NC,United States,28677,34710
2728,Marietta,Cobb,Georgia,GA,United States,30008,34709
2729,Parker,Douglas,Colorado,CO,United States,80138,34692
2730,Charlottesville,Albemarle,Virginia,VA,United States,22901,34687
2731,Washington,District of Columbia,District of Columbia,DC,United States,20016,34686
2732,Hendersonville,Henderson,North Carolina,NC,United States,28792,34670
2733,Houston,Harris,Texas,TX,United States,77076,34668
2734,Cheyenne,Laramie,Wyoming,WY,United States,82009,34666
2735,San Clemente,San Diego,California,CA,United States,92672,34659
2736,Dallas,Dallas,Texas,TX,United States,75214,34658
2737,Westland,Wayne,Michigan,MI,United States,48186,34647
2738,Springville,Utah,Utah,UT,United States,84663,34642
2739,Northridge,Los Angeles,California,CA,United States,91325,34637
2740,Sterling Heights,Macomb,Michigan,MI,United States,48312,34635
2741,Royal Oak,Oakland,Michigan,MI,United States,48073,34628
2742,Lubbock,Lubbock,Texas,TX,United States,79416,34628
2743,Oakdale,Stanislaus,California,CA,United States,95361,34624
2744,Wailuku,Maui,Hawaii,HI,United States,96793,34619
2745,Tampa,Hillsborough,Florida,FL,United States,33611,34615
2746,Millville,Cumberland,New Jersey,NJ,United States,08332,34609
2747,Dayton,Liberty,Texas,TX,United States,77535,34603
2748,Winona,Winona,Minnesota,MN,United States,55987,34599
2749,Newnan,Coweta,Georgia,GA,United States,30265,34596
2750,Salt Lake City,Salt Lake,Utah,UT,United States,84116,34588
2751,Houston,Harris,Texas,TX,United States,77067,34582
2752,Palm Desert,Riverside,California,CA,United States,92260,34553
2753,Compton,Los Angeles,California,CA,United States,90222,34547
2754,Foley,Baldwin,Alabama,AL,United States,36535,34542
2755,Lawndale,Los Angeles,California,CA,United States,90260,34540
2756,San Antonio,Bexar,Texas,TX,United States,78211,34539
2757,Jackson,Madison,Tennessee,TN,United States,38301,34534
2758,Belvidere,Boone,Illinois,IL,United States,61008,34526
2759,Denver,Jefferson,Colorado,CO,United States,80228,34518
2760,Evansville,Vanderburgh,Indiana,IN,United States,47714,34514
2761,Conroe,Montgomery,Texas,TX,United States,77301,34512
2762,Bemidji,Beltrami,Minnesota,MN,United States,56601,34505
2763,Redondo Beach,Los Angeles,California,CA,United States,90277,34494
2764,Baton Rouge,East Baton Rouge,Louisiana,LA,United States,70817,34491
2765,La Verne,Los Angeles,California,CA,United States,91750,34468
2766,Minneapolis,Anoka,Minnesota,MN,United States,55433,34461
2767,Auburn,King,Washington,WA,United States,98001,34455
2768,Big Spring,Howard,Texas,TX,United States,79720,34454
2769,Morgantown,Monongalia,West Virginia,WV,United States,26508,34453
2770,Yauco,Yauco,Puerto Rico,PR,United States,00698,34449
2771,Moreno Valley,Riverside,California,CA,United States,92551,34441
2772,Naples,Collier,Florida,FL,United States,34120,34431
2773,Louisville,Jefferson,Kentucky,KY,United States,40218,34427
2774,Riverdale,Clayton,Georgia,GA,United States,30274,34426
2775,Eagle Mountain,Utah,Utah,UT,United States,84005,34422
2776,Tucson,Pima,Arizona,AZ,United States,85704,34413
2777,Lakeland,Polk,Florida,FL,United States,33801,34406
2778,Key West,Monroe,Florida,FL,United States,33040,34401
2779,Ephrata,Lancaster,Pennsylvania,PA,United States,17522,34400
2780,Alexandria,Fairfax,Virginia,VA,United States,22306,34391
2781,Milwaukee,Milwaukee,Wisconsin,WI,United States,53211,34389
2782,Virginia Beach,Virginia Beach,Virginia,VA,United States,23453,34377
2783,Nampa,Canyon,Idaho,ID,United States,83687,34377
2784,Livingston,Polk,Texas,TX,United States,77351,34367
2785,La Vergne,Rutherford,Tennessee,TN,United States,37086,34362
2786,Morristown,Hamblen,Tennessee,TN,United States,37814,34359
2787,Columbus,Franklin,Ohio,OH,United States,43221,34354
2788,Overland Park,Johnson,Kansas,KS,United States,21136,34347
2789,Louisville,Jefferson,Kentucky,KY,United States,40220,34347
2790,Reisterstown,Baltimore,Maryland,MD,United States,66212,34347
2791,Traverse City,Grand Traverse,Michigan,MI,United States,49686,34341
2792,Newhall,Los Angeles,California,CA,United States,91321,34340
2793,Pittsburgh,Allegheny,Pennsylvania,PA,United States,15235,34339
2794,Sedalia,Pettis,Missouri,MO,United States,65301,34335
2795,Rochester,Monroe,New York,NY,United States,14612,34316
2796,Milwaukee,Milwaukee,Wisconsin,WI,United States,53219,34315
2797,Merced,Merced,California,CA,United States,44601,34302
2798,Alliance,Stark,Ohio,OH,United States,95348,34302
2799,Prosper,Collin,Texas,TX,United States,75078,34300
2800,Porter,Montgomery,Texas,TX,United States,77365,34286
2801,Broomfield,Jefferson,Colorado,CO,United States,80021,34277
2802,Independence,Jackson,Missouri,MO,United States,64055,34260
2803,San Diego,San Diego,California,CA,United States,92103,34246
2804,Orlando,Orange,Florida,FL,United States,32807,34239
2805,Las Vegas,Clark,Nevada,NV,United States,89113,34229
2806,Saginaw,Saginaw,Michigan,MI,United States,48601,34218
2807,Randolph,Norfolk,Massachusetts,MA,United States,02368,34214
2808,Amarillo,Potter,Texas,TX,United States,79107,34204
2809,Bothell,King,Washington,WA,United States,98011,34201
2810,Torrington,Litchfield,Connecticut,CT,United States,06790,34192
2811,Prior Lake,Scott,Minnesota,MN,United States,55372,34188
2812,New Britain,Hartford,Connecticut,CT,United States,06053,34142
2813,Central Islip,Suffolk,New York,NY,United States,11722,34139
2814,Eugene,Lane,Oregon,OR,United States,28803,34126
2815,Asheville,Buncombe,North Carolina,NC,United States,97404,34126
2816,Fresno,Fresno,California,CA,United States,93710,34123
2817,Philadelphia,Philadelphia,Pennsylvania,PA,United States,19141,34115
2818,Arlington,Arlington,Virginia,VA,United States,22207,34113
2819,Cary,Wake,North Carolina,NC,United States,27511,34108
2820,San Diego,San Diego,California,CA,United States,92123,34103
2821,Reno,Washoe,Nevada,NV,United States,89521,34101
2822,Waukesha,Waukesha,Wisconsin,WI,United States,53186,34092
2823,Bloomington,Monroe,Indiana,IN,United States,47403,34090
2824,Tucson,Pima,Arizona,AZ,United States,85741,34079
2825,Danville,Vermilion,Illinois,IL,United States,61832,34077
2826,Chatsworth,Murray,Georgia,GA,United States,30705,34072
2827,Fort Walton Beach,Okaloosa,Florida,FL,United States,32547,34071
2828,Lake Worth,Palm Beach,Florida,FL,United States,33462,34068
2829,Grand Rapids,Kent,Michigan,MI,United States,49506,34058
2830,York,York,South Carolina,SC,United States,29745,34052
2831,Roslindale,Suffolk,Massachusetts,MA,United States,02131,34048
2832,Merced,Merced,California,CA,United States,95341,34047
2833,West Palm Beach,Palm Beach,Florida,FL,United States,33417,34044
2834,North Ridgeville,Lorain,Ohio,OH,United States,44039,34038
2835,Wildomar,Riverside,California,CA,United States,92595,34034
2836,Bryan,Brazos,Texas,TX,United States,77803,34026
2837,Fort Mill,Lancaster,South Carolina,SC,United States,29707,34022
2838,Studio City,Los Angeles,California,CA,United States,91604,34021
2839,Houston,Harris,Texas,TX,United States,77017,34010
2840,Redding,Shasta,California,CA,United States,96001,34008
2841,Atascadero,San Luis Obispo,California,CA,United States,93422,34005
2842,Chula Vista,San Diego,California,CA,United States,91915,33991
2843,Garden Grove,Orange,California,CA,United States,92841,33990
2844,San Antonio,Bexar,Texas,TX,United States,78244,33988
2845,Philadelphia,Philadelphia,Pennsylvania,PA,United States,19116,33976
2846,Detroit,Wayne,Michigan,MI,United States,48234,33969
2847,Grand Rapids,Kent,Michigan,MI,United States,49546,33968
2848,Kenosha,Kenosha,Wisconsin,WI,United States,53142,33967
2849,Rockwall,Rockwall,Texas,TX,United States,75032,33956
2850,Odessa,Ector,Texas,TX,United States,79761,33955
2851,Manchester,Hillsborough,New Hampshire,NH,United States,03102,33951
2852,Baldwin,Nassau,New York,NY,United States,11510,33949
2853,Auburn,King,Washington,WA,United States,98002,33947
2854,Glendale Heights,DuPage,Illinois,IL,United States,60139,33946
2855,Redding,Shasta,California,CA,United States,96002,33943
2856,Conway,Faulkner,Arkansas,AR,United States,72032,33940
2857,Miami,Miami-Dade,Florida,FL,United States,33130,33938
2858,Chicago,Cook,Illinois,IL,United States,13027,33937
2859,Baldwinsville,Onondaga,New York,NY,United States,60611,33937
2860,Lockport,Will,Illinois,IL,United States,60441,33934
2861,Saint Paul,Ramsey,Minnesota,MN,United States,55109,33926
2862,Ridgecrest,Kern,California,CA,United States,93555,33925
2863,Oklahoma City,Oklahoma,Oklahoma,OK,United States,73112,33901
2864,Staten Island,Richmond,New York,NY,United States,10309,33896
2865,Baltimore,Baltimore,Maryland,MD,United States,21212,33865
2866,Austin,Travis,Texas,TX,United States,78750,33860
2867,Niceville,Okaloosa,Florida,FL,United States,32578,33846
2868,San Francisco,San Francisco,California,CA,United States,94115,33841
2869,Smithtown,Suffolk,New York,NY,United States,11787,33837
2870,Baytown,Harris,Texas,TX,United States,77520,33837
2871,Atlanta,DeKalb,Georgia,GA,United States,30316,33832
2872,Arcadia,Los Angeles,California,CA,United States,91007,33827
2873,Oakland,Alameda,California,CA,United States,94621,33820
2874,La Place,St. John the Baptist,Louisiana,LA,United States,70068,33819
2875,Lexington,Fayette,Kentucky,KY,United States,40511,33801
2876,Santa Paula,Ventura,California,CA,United States,93060,33799
2877,Vancouver,Clark,Washington,WA,United States,98662,33798
2878,Columbus,Franklin,Ohio,OH,United States,43201,33792
2879,Glendale,Los Angeles,California,CA,United States,91206,33781
2880,Racine,Racine,Wisconsin,WI,United States,53402,33780
2881,Provo,Utah,Utah,UT,United States,84601,33771
2882,Houston,Harris,Texas,TX,United States,77041,33762
2883,Rochester,Monroe,New York,NY,United States,14621,33757
2884,Saint Louis,St. Louis,Missouri,MO,United States,63119,33752
2885,Terre Haute,Vigo,Indiana,IN,United States,47802,33744
2886,Framingham,Middlesex,Massachusetts,MA,United States,01701,33742
2887,Danville,Contra Costa,California,CA,United States,94526,33738
2888,Daytona Beach,Volusia,Florida,FL,United States,32114,33731
2889,Fort Worth,Tarrant,Texas,TX,United States,48642,33720
2890,Midland,Midland,Michigan,MI,United States,76110,33720
2891,Philadelphia,Philadelphia,Pennsylvania,PA,United States,19138,33711
2892,Minneapolis,Hennepin,Minnesota,MN,United States,55406,33709
2893,Derry,Rockingham,New Hampshire,NH,United States,03038,33705
2894,San Dimas,Los Angeles,California,CA,United States,91773,33703
2895,Palm Harbor,Pinellas,Florida,FL,United States,34683,33699
2896,Pensacola,Escambia,Florida,FL,United States,32507,33689
2897,Newark,Essex,New Jersey,NJ,United States,07106,33688
2898,Bullhead City,Mohave,Arizona,AZ,United States,86442,33686
2899,Florence,Lauderdale,Alabama,AL,United States,35630,33685
2900,Butte,Silver Bow,Montana,MT,United States,59701,33685
2901,Franklin,Johnson,Indiana,IN,United States,46131,33682
2902,Macon,Bibb,Georgia,GA,United States,31210,33647
2903,Nixa,Christian,Missouri,MO,United States,65714,33646
2904,Franklin,Norfolk,Massachusetts,MA,United States,02038,33644
2905,Angleton,Brazoria,Texas,TX,United States,77515,33634
2906,Merrick,Nassau,New York,NY,United States,11566,33626
2907,Front Royal,Warren,Virginia,VA,United States,22630,33623
2908,Saint Louis,St. Louis,Missouri,MO,United States,63125,33619
2909,Ames,Story,Iowa,IA,United States,50010,33616
2910,Grand Rapids,Kent,Michigan,MI,United States,49548,33608
2911,Detroit,Wayne,Michigan,MI,United States,37160,33606
2912,Shelbyville,Bedford,Tennessee,TN,United States,48205,33606
2913,Sterling Heights,Macomb,Michigan,MI,United States,48313,33600
2914,Savannah,Chatham,Georgia,GA,United States,31404,33597
2915,Scottsdale,Maricopa,Arizona,AZ,United States,85257,33594
2916,Baltimore,Baltimore,Maryland,MD,United States,21230,33592
2917,Washington,District of Columbia,District of Columbia,DC,United States,20003,33584
2918,Winter Haven,Polk,Florida,FL,United States,33881,33577
2919,Chicago,Cook,Illinois,IL,United States,60653,33574
2920,Concord,Merrimack,New Hampshire,NH,United States,03301,33550
2921,Newark,Essex,New Jersey,NJ,United States,07103,33548
2922,Bellingham,Whatcom,Washington,WA,United States,98229,33548
2923,Lake Stevens,Snohomish,Washington,WA,United States,98258,33545
2924,Toms River,Ocean,New Jersey,NJ,United States,08757,33543
2925,Chapel Hill,Orange,North Carolina,NC,United States,27514,33525
2926,Rolla,Phelps,Missouri,MO,United States,65401,33502
2927,Deland,Volusia,Florida,FL,United States,32720,33485
2928,Fredericksburg,Stafford,Virginia,VA,United States,22405,33482
2929,Pasadena,Los Angeles,California,CA,United States,06614,33481
2930,Stratford,Fairfield,Connecticut,CT,United States,91107,33481
2931,Burlington,Burlington,New Jersey,NJ,United States,08016,33471
2932,Sanford,Lee,North Carolina,NC,United States,27332,33465
2933,Indiana,Indiana,Pennsylvania,PA,United States,15701,33460
2934,Surprise,Maricopa,Arizona,AZ,United States,85388,33455
2935,Midvale,Salt Lake,Utah,UT,United States,84047,33454
2936,Oklahoma City,Oklahoma,Oklahoma,OK,United States,73110,33431
2937,Missoula,Missoula,Montana,MT,United States,59801,33427
2938,Sierra Vista,Cochise,Arizona,AZ,United States,85635,33427
2939,Hagerstown,Washington,Maryland,MD,United States,21742,33425
2940,Euless,Tarrant,Texas,TX,United States,76040,33419
2941,Elizabethton,Carter,Tennessee,TN,United States,37643,33413
2942,Ladson,Charleston,South Carolina,SC,United States,29456,33408
2943,Ogden,Weber,Utah,UT,United States,84405,33402
2944,Dallas,Dallas,Texas,TX,United States,21227,33396
2945,Halethorpe,Baltimore,Maryland,MD,United States,75238,33396
2946,Ravenna,Portage,Ohio,OH,United States,44266,33386
2947,Reading,Berks,Pennsylvania,PA,United States,19601,33382
2948,Bothell,Snohomish,Washington,WA,United States,98021,33382
2949,New Braunfels,Comal,Texas,TX,United States,78132,33368
2950,Buffalo,Erie,New York,NY,United States,14225,33360
2951,Banning,Riverside,California,CA,United States,92220,33360
